34.69118,-1.966135|34.70118,-1.956135
35.588201999999995,-5.344300000000002|35.59820199999999,-5.3343000000000025
33.210619,-8.570992|33.216619,-8.564992
33.210619,-8.564992|33.216619,-8.558992
33.210619,-8.558992|33.216619,-8.552992
33.210619,-8.552992|33.216619,-8.546992
33.216619,-8.570992|33.222619,-8.564992
33.216619,-8.564992|33.222619,-8.558992
33.216619,-8.558992|33.222619,-8.552992
33.216619,-8.552992|33.222619,-8.546992
33.216619,-8.546992|33.222619,-8.540992
33.216619,-8.540992|33.222619,-8.534991999999999
33.222619,-8.558992|33.228619,-8.552992
33.222619,-8.552992|33.228619,-8.546992
33.222619,-8.546992|33.228619,-8.540992
33.222619,-8.540992|33.228619,-8.534991999999999
33.228619,-8.558992|33.234619,-8.552992
33.228619,-8.552992|33.234619,-8.546992
33.228619,-8.546992|33.234619,-8.540992
33.228619,-8.540992|33.234619,-8.534991999999999
33.234619,-8.552992|33.240619,-8.546992
33.234619,-8.546992|33.240619,-8.540992
35.682762,-5.865412000000002|35.692761999999995,-5.855412000000002
35.682762,-5.855412000000002|35.692761999999995,-5.845412000000002
35.682762,-5.845412000000002|35.692761999999995,-5.8354120000000025
35.692761999999995,-5.925412000000001|35.70276199999999,-5.915412000000001
35.692761999999995,-5.915412000000001|35.70276199999999,-5.905412000000001
35.692761999999995,-5.905412000000001|35.70276199999999,-5.895412000000001
35.692761999999995,-5.895412000000001|35.70276199999999,-5.885412000000001
35.692761999999995,-5.885412000000001|35.70276199999999,-5.875412000000002
35.692761999999995,-5.875412000000002|35.70276199999999,-5.865412000000002
35.692761999999995,-5.865412000000002|35.70276199999999,-5.855412000000002
35.692761999999995,-5.855412000000002|35.70276199999999,-5.845412000000002
35.70276199999999,-5.945412|35.71276199999999,-5.935412
35.70276199999999,-5.935412|35.71276199999999,-5.925412000000001
35.70276199999999,-5.925412000000001|35.71276199999999,-5.915412000000001
35.70276199999999,-5.915412000000001|35.71276199999999,-5.905412000000001
35.70276199999999,-5.905412000000001|35.71276199999999,-5.895412000000001
35.70276199999999,-5.895412000000001|35.71276199999999,-5.885412000000001
35.70276199999999,-5.885412000000001|35.71276199999999,-5.875412000000002
35.70276199999999,-5.875412000000002|35.71276199999999,-5.865412000000002
35.70276199999999,-5.865412000000002|35.71276199999999,-5.855412000000002
35.70276199999999,-5.825412000000003|35.71276199999999,-5.815412000000003
35.70276199999999,-5.815412000000003|35.71276199999999,-5.805412000000003
35.70276199999999,-5.805412000000003|35.71276199999999,-5.795412000000003
35.70276199999999,-5.795412000000003|35.71276199999999,-5.7854120000000036
35.71276199999999,-5.945412|35.72276199999999,-5.935412
35.71276199999999,-5.935412|35.72276199999999,-5.925412000000001
35.71276199999999,-5.925412000000001|35.72276199999999,-5.915412000000001
35.71276199999999,-5.915412000000001|35.72276199999999,-5.905412000000001
35.71276199999999,-5.905412000000001|35.72276199999999,-5.895412000000001
35.71276199999999,-5.895412000000001|35.72276199999999,-5.885412000000001
35.71276199999999,-5.885412000000001|35.72276199999999,-5.875412000000002
35.71276199999999,-5.875412000000002|35.72276199999999,-5.865412000000002
35.71276199999999,-5.825412000000003|35.72276199999999,-5.815412000000003
35.71276199999999,-5.815412000000003|35.72276199999999,-5.805412000000003
35.71276199999999,-5.805412000000003|35.72276199999999,-5.795412000000003
35.71276199999999,-5.795412000000003|35.72276199999999,-5.7854120000000036
35.71276199999999,-5.775412000000004|35.72276199999999,-5.765412000000004
35.72276199999999,-5.925412000000001|35.73276199999999,-5.915412000000001
35.72276199999999,-5.915412000000001|35.73276199999999,-5.905412000000001
35.72276199999999,-5.905412000000001|35.73276199999999,-5.895412000000001
35.72276199999999,-5.895412000000001|35.73276199999999,-5.885412000000001
35.72276199999999,-5.885412000000001|35.73276199999999,-5.875412000000002
35.72276199999999,-5.875412000000002|35.73276199999999,-5.865412000000002
35.72276199999999,-5.865412000000002|35.73276199999999,-5.855412000000002
35.72276199999999,-5.855412000000002|35.73276199999999,-5.845412000000002
35.72276199999999,-5.845412000000002|35.73276199999999,-5.8354120000000025
35.72276199999999,-5.8354120000000025|35.73276199999999,-5.825412000000003
35.72276199999999,-5.825412000000003|35.73276199999999,-5.815412000000003
35.72276199999999,-5.815412000000003|35.73276199999999,-5.805412000000003
35.72276199999999,-5.805412000000003|35.73276199999999,-5.795412000000003
35.72276199999999,-5.795412000000003|35.73276199999999,-5.7854120000000036
35.72276199999999,-5.7854120000000036|35.73276199999999,-5.775412000000004
35.72276199999999,-5.775412000000004|35.73276199999999,-5.765412000000004
35.72276199999999,-5.765412000000004|35.73276199999999,-5.755412000000004
35.72276199999999,-5.755412000000004|35.73276199999999,-5.745412000000004
35.73276199999999,-5.905412000000001|35.742761999999985,-5.895412000000001
35.73276199999999,-5.895412000000001|35.742761999999985,-5.885412000000001
35.73276199999999,-5.885412000000001|35.742761999999985,-5.875412000000002
35.73276199999999,-5.875412000000002|35.742761999999985,-5.865412000000002
35.73276199999999,-5.865412000000002|35.742761999999985,-5.855412000000002
35.73276199999999,-5.855412000000002|35.742761999999985,-5.845412000000002
35.73276199999999,-5.845412000000002|35.742761999999985,-5.8354120000000025
35.73276199999999,-5.8354120000000025|35.742761999999985,-5.825412000000003
35.73276199999999,-5.825412000000003|35.742761999999985,-5.815412000000003
35.73276199999999,-5.815412000000003|35.742761999999985,-5.805412000000003
35.73276199999999,-5.805412000000003|35.742761999999985,-5.795412000000003
35.73276199999999,-5.795412000000003|35.742761999999985,-5.7854120000000036
35.73276199999999,-5.7854120000000036|35.742761999999985,-5.775412000000004
35.73276199999999,-5.775412000000004|35.742761999999985,-5.765412000000004
35.73276199999999,-5.765412000000004|35.742761999999985,-5.755412000000004
35.742761999999985,-5.905412000000001|35.75276199999998,-5.895412000000001
35.742761999999985,-5.895412000000001|35.75276199999998,-5.885412000000001
35.742761999999985,-5.885412000000001|35.75276199999998,-5.875412000000002
35.742761999999985,-5.875412000000002|35.75276199999998,-5.865412000000002
35.742761999999985,-5.865412000000002|35.75276199999998,-5.855412000000002
35.742761999999985,-5.855412000000002|35.75276199999998,-5.845412000000002
35.742761999999985,-5.845412000000002|35.75276199999998,-5.8354120000000025
35.742761999999985,-5.8354120000000025|35.75276199999998,-5.825412000000003
35.742761999999985,-5.825412000000003|35.75276199999998,-5.815412000000003
35.742761999999985,-5.815412000000003|35.75276199999998,-5.805412000000003
35.742761999999985,-5.805412000000003|35.75276199999998,-5.795412000000003
35.742761999999985,-5.795412000000003|35.75276199999998,-5.7854120000000036
35.742761999999985,-5.7854120000000036|35.75276199999998,-5.775412000000004
35.742761999999985,-5.775412000000004|35.75276199999998,-5.765412000000004
35.742761999999985,-5.765412000000004|35.75276199999998,-5.755412000000004
35.742761999999985,-5.755412000000004|35.75276199999998,-5.745412000000004
35.75276199999998,-5.875412000000002|35.76276199999998,-5.865412000000002
35.75276199999998,-5.865412000000002|35.76276199999998,-5.855412000000002
35.75276199999998,-5.855412000000002|35.76276199999998,-5.845412000000002
35.75276199999998,-5.845412000000002|35.76276199999998,-5.8354120000000025
35.75276199999998,-5.8354120000000025|35.76276199999998,-5.825412000000003
35.75276199999998,-5.825412000000003|35.76276199999998,-5.815412000000003
35.75276199999998,-5.815412000000003|35.76276199999998,-5.805412000000003
35.75276199999998,-5.805412000000003|35.76276199999998,-5.795412000000003
35.75276199999998,-5.795412000000003|35.76276199999998,-5.7854120000000036
35.75276199999998,-5.7854120000000036|35.76276199999998,-5.775412000000004
35.75276199999998,-5.775412000000004|35.76276199999998,-5.765412000000004
35.75276199999998,-5.765412000000004|35.76276199999998,-5.755412000000004
35.75276199999998,-5.755412000000004|35.76276199999998,-5.745412000000004
35.76276199999998,-5.875412000000002|35.77276199999998,-5.865412000000002
35.76276199999998,-5.865412000000002|35.77276199999998,-5.855412000000002
35.76276199999998,-5.855412000000002|35.77276199999998,-5.845412000000002
35.76276199999998,-5.845412000000002|35.77276199999998,-5.8354120000000025
35.76276199999998,-5.8354120000000025|35.77276199999998,-5.825412000000003
35.76276199999998,-5.825412000000003|35.77276199999998,-5.815412000000003
35.76276199999998,-5.815412000000003|35.77276199999998,-5.805412000000003
35.76276199999998,-5.805412000000003|35.77276199999998,-5.795412000000003
35.76276199999998,-5.795412000000003|35.77276199999998,-5.7854120000000036
35.76276199999998,-5.7854120000000036|35.77276199999998,-5.775412000000004
35.76276199999998,-5.775412000000004|35.77276199999998,-5.765412000000004
35.76276199999998,-5.765412000000004|35.77276199999998,-5.755412000000004
35.76276199999998,-5.755412000000004|35.77276199999998,-5.745412000000004
35.76276199999998,-5.745412000000004|35.77276199999998,-5.735412000000005
35.76276199999998,-5.735412000000005|35.77276199999998,-5.725412000000005
35.77276199999998,-5.875412000000002|35.78276199999998,-5.865412000000002
35.77276199999998,-5.865412000000002|35.78276199999998,-5.855412000000002
35.77276199999998,-5.855412000000002|35.78276199999998,-5.845412000000002
35.77276199999998,-5.845412000000002|35.78276199999998,-5.8354120000000025
35.77276199999998,-5.8354120000000025|35.78276199999998,-5.825412000000003
35.77276199999998,-5.825412000000003|35.78276199999998,-5.815412000000003
35.77276199999998,-5.815412000000003|35.78276199999998,-5.805412000000003
35.77276199999998,-5.805412000000003|35.78276199999998,-5.795412000000003
35.77276199999998,-5.795412000000003|35.78276199999998,-5.7854120000000036
35.77276199999998,-5.7854120000000036|35.78276199999998,-5.775412000000004
35.77276199999998,-5.775412000000004|35.78276199999998,-5.765412000000004
35.77276199999998,-5.765412000000004|35.78276199999998,-5.755412000000004
35.77276199999998,-5.755412000000004|35.78276199999998,-5.745412000000004
35.77276199999998,-5.745412000000004|35.78276199999998,-5.735412000000005
35.78276199999998,-5.875412000000002|35.792761999999975,-5.865412000000002
35.78276199999998,-5.865412000000002|35.792761999999975,-5.855412000000002
35.78276199999998,-5.855412000000002|35.792761999999975,-5.845412000000002
35.78276199999998,-5.845412000000002|35.792761999999975,-5.8354120000000025
35.78276199999998,-5.8354120000000025|35.792761999999975,-5.825412000000003
35.78276199999998,-5.825412000000003|35.792761999999975,-5.815412000000003
35.78276199999998,-5.815412000000003|35.792761999999975,-5.805412000000003
35.78276199999998,-5.805412000000003|35.792761999999975,-5.795412000000003
35.78276199999998,-5.765412000000004|35.792761999999975,-5.755412000000004
35.78276199999998,-5.755412000000004|35.792761999999975,-5.745412000000004
35.792761999999975,-5.845412000000002|35.80276199999997,-5.8354120000000025
35.792761999999975,-5.8354120000000025|35.80276199999997,-5.825412000000003
35.645197,-5.313838|35.655197,-5.303838
35.645197,-5.303838|35.655197,-5.293838
35.645197,-5.293838|35.655197,-5.283838
35.645197,-5.283838|35.655197,-5.2738380000000005
35.655197,-5.313838|35.665197,-5.303838
35.655197,-5.303838|35.665197,-5.293838
35.655197,-5.293838|35.665197,-5.283838
35.655197,-5.283838|35.665197,-5.2738380000000005
35.665197,-5.313838|35.675197,-5.303838
35.665197,-5.303838|35.675197,-5.293838
35.665197,-5.293838|35.675197,-5.283838
35.665197,-5.283838|35.675197,-5.2738380000000005
35.675197,-5.293838|35.685196999999995,-5.283838
33.650202,-7.483917|33.665202,-7.468917
33.665202,-7.468917|33.680202,-7.453917000000001
33.665202,-7.453917000000001|33.680202,-7.438917000000001
35.6796,-5.938461|35.6896,-5.928461
35.6796,-5.928461|35.6896,-5.918461000000001
35.6796,-5.918461000000001|35.6896,-5.908461000000001
35.6796,-5.908461000000001|35.6896,-5.898461000000001
35.6796,-5.898461000000001|35.6896,-5.888461000000001
35.6896,-5.918461000000001|35.6996,-5.908461000000001
35.601994,-5.315078|35.609994,-5.307078
35.601994,-5.307078|35.609994,-5.299078
35.601994,-5.299078|35.609994,-5.291078
35.601994,-5.291078|35.609994,-5.283078
35.601994,-5.283078|35.609994,-5.275078
35.601994,-5.275078|35.609994,-5.267078
35.609994,-5.307078|35.617994,-5.299078
35.609994,-5.299078|35.617994,-5.291078
35.609994,-5.291078|35.617994,-5.283078
35.609994,-5.283078|35.617994,-5.275078
35.609994,-5.275078|35.617994,-5.267078
35.617994,-5.307078|35.625994000000006,-5.299078
35.617994,-5.299078|35.625994000000006,-5.291078
35.617994,-5.291078|35.625994000000006,-5.283078
35.617994,-5.283078|35.625994000000006,-5.275078
35.617994,-5.275078|35.625994000000006,-5.267078
35.625994000000006,-5.299078|35.63399400000001,-5.291078
35.625994000000006,-5.291078|35.63399400000001,-5.283078
35.625994000000006,-5.283078|35.63399400000001,-5.275078
35.625994000000006,-5.275078|35.63399400000001,-5.267078
35.63399400000001,-5.299078|35.64199400000001,-5.291078
35.63399400000001,-5.291078|35.64199400000001,-5.283078
35.64199400000001,-5.299078|35.649994000000014,-5.291078
34.641544,-1.95097|34.651544,-1.94097
34.641544,-1.94097|34.651544,-1.93097
34.641544,-1.92097|34.651544,-1.91097
34.641544,-1.91097|34.651544,-1.90097
34.641544,-1.90097|34.651544,-1.89097
34.641544,-1.89097|34.651544,-1.88097
34.641544,-1.88097|34.651544,-1.87097
34.641544,-1.87097|34.651544,-1.86097
34.651544,-1.96097|34.661544,-1.95097
34.651544,-1.95097|34.661544,-1.94097
34.651544,-1.94097|34.661544,-1.93097
34.651544,-1.93097|34.661544,-1.92097
34.651544,-1.92097|34.661544,-1.91097
34.651544,-1.91097|34.661544,-1.90097
34.651544,-1.90097|34.661544,-1.89097
34.651544,-1.89097|34.661544,-1.88097
34.651544,-1.88097|34.661544,-1.87097
34.651544,-1.87097|34.661544,-1.86097
34.661544,-1.96097|34.671544,-1.95097
34.661544,-1.95097|34.671544,-1.94097
34.661544,-1.94097|34.671544,-1.93097
34.661544,-1.93097|34.671544,-1.92097
34.661544,-1.92097|34.671544,-1.91097
34.661544,-1.91097|34.671544,-1.90097
34.661544,-1.90097|34.671544,-1.89097
34.661544,-1.89097|34.671544,-1.88097
34.661544,-1.88097|34.671544,-1.87097
34.661544,-1.87097|34.671544,-1.86097
34.661544,-1.86097|34.671544,-1.85097
34.671544,-1.96097|34.681543999999995,-1.95097
34.671544,-1.95097|34.681543999999995,-1.94097
34.671544,-1.94097|34.681543999999995,-1.93097
34.671544,-1.93097|34.681543999999995,-1.92097
34.671544,-1.92097|34.681543999999995,-1.91097
34.671544,-1.91097|34.681543999999995,-1.90097
34.671544,-1.90097|34.681543999999995,-1.89097
34.671544,-1.89097|34.681543999999995,-1.88097
34.671544,-1.88097|34.681543999999995,-1.87097
34.671544,-1.87097|34.681543999999995,-1.86097
34.671544,-1.86097|34.681543999999995,-1.85097
34.681543999999995,-1.96097|34.69154399999999,-1.95097
34.681543999999995,-1.95097|34.69154399999999,-1.94097
34.681543999999995,-1.94097|34.69154399999999,-1.93097
34.681543999999995,-1.93097|34.69154399999999,-1.92097
34.681543999999995,-1.92097|34.69154399999999,-1.91097
34.681543999999995,-1.91097|34.69154399999999,-1.90097
34.681543999999995,-1.90097|34.69154399999999,-1.89097
34.681543999999995,-1.89097|34.69154399999999,-1.88097
34.681543999999995,-1.88097|34.69154399999999,-1.87097
34.681543999999995,-1.87097|34.69154399999999,-1.86097
34.681543999999995,-1.86097|34.69154399999999,-1.85097
34.69154399999999,-1.95097|34.70154399999999,-1.94097
34.69154399999999,-1.94097|34.70154399999999,-1.93097
34.69154399999999,-1.93097|34.70154399999999,-1.92097
34.69154399999999,-1.92097|34.70154399999999,-1.91097
34.69154399999999,-1.91097|34.70154399999999,-1.90097
34.69154399999999,-1.90097|34.70154399999999,-1.89097
34.69154399999999,-1.89097|34.70154399999999,-1.88097
34.69154399999999,-1.88097|34.70154399999999,-1.87097
34.69154399999999,-1.87097|34.70154399999999,-1.86097
34.69154399999999,-1.86097|34.70154399999999,-1.85097
34.70154399999999,-1.95097|34.71154399999999,-1.94097
34.70154399999999,-1.94097|34.71154399999999,-1.93097
34.70154399999999,-1.93097|34.71154399999999,-1.92097
34.70154399999999,-1.92097|34.71154399999999,-1.91097
34.70154399999999,-1.91097|34.71154399999999,-1.90097
34.70154399999999,-1.90097|34.71154399999999,-1.89097
34.70154399999999,-1.89097|34.71154399999999,-1.88097
34.70154399999999,-1.88097|34.71154399999999,-1.87097
34.70154399999999,-1.87097|34.71154399999999,-1.86097
34.70154399999999,-1.86097|34.71154399999999,-1.85097
34.71154399999999,-1.94097|34.72154399999999,-1.93097
34.71154399999999,-1.93097|34.72154399999999,-1.92097
34.71154399999999,-1.92097|34.72154399999999,-1.91097
34.71154399999999,-1.91097|34.72154399999999,-1.90097
34.71154399999999,-1.90097|34.72154399999999,-1.89097
34.71154399999999,-1.89097|34.72154399999999,-1.88097
34.71154399999999,-1.88097|34.72154399999999,-1.87097
34.72154399999999,-1.94097|34.731543999999985,-1.93097
34.72154399999999,-1.93097|34.731543999999985,-1.92097
34.72154399999999,-1.92097|34.731543999999985,-1.91097
34.72154399999999,-1.91097|34.731543999999985,-1.90097
34.72154399999999,-1.90097|34.731543999999985,-1.89097
34.72154399999999,-1.89097|34.731543999999985,-1.88097
33.497335,-7.689174|33.512335,-7.674174000000001
33.497335,-7.674174000000001|33.512335,-7.659174000000001
33.497335,-7.659174000000001|33.512335,-7.644174000000001
33.497335,-7.644174000000001|33.512335,-7.629174000000002
33.497335,-7.629174000000002|33.512335,-7.614174000000002
33.512335,-7.704174|33.527335,-7.689174
33.512335,-7.689174|33.527335,-7.674174000000001
33.512335,-7.674174000000001|33.527335,-7.659174000000001
33.512335,-7.659174000000001|33.527335,-7.644174000000001
33.512335,-7.644174000000001|33.527335,-7.629174000000002
33.512335,-7.629174000000002|33.527335,-7.614174000000002
33.512335,-7.614174000000002|33.527335,-7.599174000000002
33.512335,-7.599174000000002|33.527335,-7.584174000000003
33.512335,-7.584174000000003|33.527335,-7.569174000000003
33.527335,-7.704174|33.542335,-7.689174
33.527335,-7.689174|33.542335,-7.674174000000001
33.527335,-7.674174000000001|33.542335,-7.659174000000001
33.527335,-7.659174000000001|33.542335,-7.644174000000001
33.527335,-7.644174000000001|33.542335,-7.629174000000002
33.527335,-7.629174000000002|33.542335,-7.614174000000002
33.527335,-7.614174000000002|33.542335,-7.599174000000002
33.527335,-7.599174000000002|33.542335,-7.584174000000003
33.527335,-7.584174000000003|33.542335,-7.569174000000003
33.527335,-7.569174000000003|33.542335,-7.554174000000003
33.527335,-7.554174000000003|33.542335,-7.539174000000004
33.527335,-7.4941740000000046|33.542335,-7.479174000000005
33.542335,-7.719174|33.557335,-7.704174
33.542335,-7.704174|33.557335,-7.689174
33.542335,-7.689174|33.557335,-7.674174000000001
33.542335,-7.674174000000001|33.557335,-7.659174000000001
33.542335,-7.659174000000001|33.557335,-7.644174000000001
33.542335,-7.644174000000001|33.557335,-7.629174000000002
33.542335,-7.629174000000002|33.557335,-7.614174000000002
33.542335,-7.614174000000002|33.557335,-7.599174000000002
33.542335,-7.599174000000002|33.557335,-7.584174000000003
33.542335,-7.584174000000003|33.557335,-7.569174000000003
33.542335,-7.569174000000003|33.557335,-7.554174000000003
33.542335,-7.554174000000003|33.557335,-7.539174000000004
33.542335,-7.539174000000004|33.557335,-7.524174000000004
33.542335,-7.524174000000004|33.557335,-7.509174000000004
33.542335,-7.509174000000004|33.557335,-7.4941740000000046
33.542335,-7.4941740000000046|33.557335,-7.479174000000005
33.542335,-7.479174000000005|33.557335,-7.464174000000005
33.542335,-7.464174000000005|33.557335,-7.4491740000000055
33.557335,-7.719174|33.572335,-7.704174
33.557335,-7.704174|33.572335,-7.689174
33.557335,-7.689174|33.572335,-7.674174000000001
33.557335,-7.674174000000001|33.572335,-7.659174000000001
33.557335,-7.659174000000001|33.572335,-7.644174000000001
33.557335,-7.644174000000001|33.572335,-7.629174000000002
33.557335,-7.629174000000002|33.572335,-7.614174000000002
33.557335,-7.614174000000002|33.572335,-7.599174000000002
33.557335,-7.599174000000002|33.572335,-7.584174000000003
33.557335,-7.584174000000003|33.572335,-7.569174000000003
33.557335,-7.569174000000003|33.572335,-7.554174000000003
33.557335,-7.554174000000003|33.572335,-7.539174000000004
33.557335,-7.539174000000004|33.572335,-7.524174000000004
33.557335,-7.524174000000004|33.572335,-7.509174000000004
33.557335,-7.509174000000004|33.572335,-7.4941740000000046
33.557335,-7.4941740000000046|33.572335,-7.479174000000005
33.557335,-7.479174000000005|33.572335,-7.464174000000005
33.557335,-7.464174000000005|33.572335,-7.4491740000000055
33.572335,-7.719174|33.587335,-7.704174
33.572335,-7.704174|33.587335,-7.689174
33.572335,-7.689174|33.587335,-7.674174000000001
33.572335,-7.674174000000001|33.587335,-7.659174000000001
33.572335,-7.659174000000001|33.587335,-7.644174000000001
33.572335,-7.644174000000001|33.587335,-7.629174000000002
33.572335,-7.629174000000002|33.587335,-7.614174000000002
33.572335,-7.614174000000002|33.587335,-7.599174000000002
33.572335,-7.599174000000002|33.587335,-7.584174000000003
33.572335,-7.584174000000003|33.587335,-7.569174000000003
33.572335,-7.569174000000003|33.587335,-7.554174000000003
33.572335,-7.554174000000003|33.587335,-7.539174000000004
33.572335,-7.539174000000004|33.587335,-7.524174000000004
33.572335,-7.524174000000004|33.587335,-7.509174000000004
33.572335,-7.509174000000004|33.587335,-7.4941740000000046
33.572335,-7.4941740000000046|33.587335,-7.479174000000005
33.572335,-7.479174000000005|33.587335,-7.464174000000005
33.587335,-7.689174|33.602335000000004,-7.674174000000001
33.587335,-7.674174000000001|33.602335000000004,-7.659174000000001
33.587335,-7.659174000000001|33.602335000000004,-7.644174000000001
33.587335,-7.644174000000001|33.602335000000004,-7.629174000000002
33.587335,-7.629174000000002|33.602335000000004,-7.614174000000002
33.587335,-7.614174000000002|33.602335000000004,-7.599174000000002
33.587335,-7.599174000000002|33.602335000000004,-7.584174000000003
33.587335,-7.584174000000003|33.602335000000004,-7.569174000000003
33.587335,-7.569174000000003|33.602335000000004,-7.554174000000003
33.587335,-7.554174000000003|33.602335000000004,-7.539174000000004
33.587335,-7.539174000000004|33.602335000000004,-7.524174000000004
33.587335,-7.524174000000004|33.602335000000004,-7.509174000000004
33.587335,-7.509174000000004|33.602335000000004,-7.4941740000000046
33.587335,-7.4941740000000046|33.602335000000004,-7.479174000000005
33.587335,-7.479174000000005|33.602335000000004,-7.464174000000005
33.602335000000004,-7.659174000000001|33.617335000000004,-7.644174000000001
33.602335000000004,-7.644174000000001|33.617335000000004,-7.629174000000002
33.602335000000004,-7.629174000000002|33.617335000000004,-7.614174000000002
33.602335000000004,-7.614174000000002|33.617335000000004,-7.599174000000002
33.602335000000004,-7.599174000000002|33.617335000000004,-7.584174000000003
33.602335000000004,-7.584174000000003|33.617335000000004,-7.569174000000003
33.602335000000004,-7.569174000000003|33.617335000000004,-7.554174000000003
33.602335000000004,-7.554174000000003|33.617335000000004,-7.539174000000004
33.602335000000004,-7.539174000000004|33.617335000000004,-7.524174000000004
33.602335000000004,-7.524174000000004|33.617335000000004,-7.509174000000004
33.602335000000004,-7.509174000000004|33.617335000000004,-7.4941740000000046
33.602335000000004,-7.4941740000000046|33.617335000000004,-7.479174000000005
33.602335000000004,-7.479174000000005|33.617335000000004,-7.464174000000005
33.602335000000004,-7.464174000000005|33.617335000000004,-7.4491740000000055
33.617335000000004,-7.554174000000003|33.632335000000005,-7.539174000000004
33.617335000000004,-7.539174000000004|33.632335000000005,-7.524174000000004
33.617335000000004,-7.524174000000004|33.632335000000005,-7.509174000000004
33.617335000000004,-7.509174000000004|33.632335000000005,-7.4941740000000046
33.617335000000004,-7.4941740000000046|33.632335000000005,-7.479174000000005
33.617335000000004,-7.479174000000005|33.632335000000005,-7.464174000000005
33.617335000000004,-7.464174000000005|33.632335000000005,-7.4491740000000055
33.617335000000004,-7.4491740000000055|33.632335000000005,-7.434174000000006
33.632335000000005,-7.509174000000004|33.647335000000005,-7.4941740000000046
33.632335000000005,-7.4941740000000046|33.647335000000005,-7.479174000000005
33.632335000000005,-7.479174000000005|33.647335000000005,-7.464174000000005
33.632335000000005,-7.464174000000005|33.647335000000005,-7.4491740000000055
33.632335000000005,-7.4491740000000055|33.647335000000005,-7.434174000000006
33.647335000000005,-7.479174000000005|33.662335000000006,-7.464174000000005
30.384411,-9.602736|30.393411,-9.593736
30.384411,-9.593736|30.393411,-9.584736
30.393411,-9.602736|30.402411,-9.593736
30.393411,-9.593736|30.402411,-9.584736
30.402411,-9.602736|30.411411,-9.593736
30.402411,-9.593736|30.411411,-9.584736
30.402411,-9.584736|30.411411,-9.575736
30.402411,-9.575736|30.411411,-9.566735999999999
30.402411,-9.566735999999999|30.411411,-9.557735999999998
30.402411,-9.557735999999998|30.411411,-9.548735999999998
30.402411,-9.548735999999998|30.411411,-9.539735999999998
30.402411,-9.539735999999998|30.411411,-9.530735999999997
30.411411,-9.611736|30.420411,-9.602736
30.411411,-9.602736|30.420411,-9.593736
30.411411,-9.593736|30.420411,-9.584736
30.411411,-9.584736|30.420411,-9.575736
30.411411,-9.575736|30.420411,-9.566735999999999
30.411411,-9.566735999999999|30.420411,-9.557735999999998
30.411411,-9.557735999999998|30.420411,-9.548735999999998
30.411411,-9.548735999999998|30.420411,-9.539735999999998
30.420411,-9.611736|30.429411,-9.602736
30.420411,-9.602736|30.429411,-9.593736
30.420411,-9.593736|30.429411,-9.584736
30.420411,-9.584736|30.429411,-9.575736
30.420411,-9.575736|30.429411,-9.566735999999999
30.420411,-9.566735999999999|30.429411,-9.557735999999998
30.420411,-9.557735999999998|30.429411,-9.548735999999998
30.429411,-9.602736|30.438411000000002,-9.593736
30.429411,-9.593736|30.438411000000002,-9.584736
30.429411,-9.584736|30.438411000000002,-9.575736
30.429411,-9.575736|30.438411000000002,-9.566735999999999
33.201752,-8.499402000000005|33.209752,-8.491402000000006
33.201752,-8.491402000000006|33.209752,-8.483402000000007
33.201752,-8.483402000000007|33.209752,-8.475402000000008
33.209752,-8.499402000000005|33.217752000000004,-8.491402000000006
33.209752,-8.491402000000006|33.217752000000004,-8.483402000000007
33.209752,-8.483402000000007|33.217752000000004,-8.475402000000008
33.209752,-8.475402000000008|33.217752000000004,-8.467402000000009
33.217752000000004,-8.539402|33.22575200000001,-8.531402000000002
33.217752000000004,-8.531402000000002|33.22575200000001,-8.523402000000003
33.217752000000004,-8.523402000000003|33.22575200000001,-8.515402000000003
33.217752000000004,-8.515402000000003|33.22575200000001,-8.507402000000004
33.217752000000004,-8.507402000000004|33.22575200000001,-8.499402000000005
33.217752000000004,-8.499402000000005|33.22575200000001,-8.491402000000006
33.217752000000004,-8.491402000000006|33.22575200000001,-8.483402000000007
33.217752000000004,-8.483402000000007|33.22575200000001,-8.475402000000008
33.217752000000004,-8.475402000000008|33.22575200000001,-8.467402000000009
33.217752000000004,-8.467402000000009|33.22575200000001,-8.45940200000001
33.22575200000001,-8.539402|33.23375200000001,-8.531402000000002
33.22575200000001,-8.531402000000002|33.23375200000001,-8.523402000000003
33.22575200000001,-8.523402000000003|33.23375200000001,-8.515402000000003
33.22575200000001,-8.515402000000003|33.23375200000001,-8.507402000000004
33.22575200000001,-8.507402000000004|33.23375200000001,-8.499402000000005
33.22575200000001,-8.499402000000005|33.23375200000001,-8.491402000000006
33.22575200000001,-8.491402000000006|33.23375200000001,-8.483402000000007
33.22575200000001,-8.483402000000007|33.23375200000001,-8.475402000000008
33.22575200000001,-8.475402000000008|33.23375200000001,-8.467402000000009
33.22575200000001,-8.467402000000009|33.23375200000001,-8.45940200000001
33.23375200000001,-8.539402|33.24175200000001,-8.531402000000002
33.23375200000001,-8.531402000000002|33.24175200000001,-8.523402000000003
33.23375200000001,-8.523402000000003|33.24175200000001,-8.515402000000003
33.23375200000001,-8.515402000000003|33.24175200000001,-8.507402000000004
33.23375200000001,-8.507402000000004|33.24175200000001,-8.499402000000005
33.23375200000001,-8.499402000000005|33.24175200000001,-8.491402000000006
33.23375200000001,-8.491402000000006|33.24175200000001,-8.483402000000007
